Tank Number,Squaricle Number,Logger Number,"Date Time, GMT-03:00","Temp, °C (LGR S/N: 1058708, SEN S/N: 1058708)","Intensity, Lux (LGR S/N: 1058708, SEN S/N: 1058708)"
3,2,31,06/28/23 7:33:37 PM,30.659,710.4
3,2,31,06/28/23 7:38:37 PM,30.659,1377.8
3,2,31,06/28/23 7:43:37 PM,30.659,1334.7
3,2,31,06/28/23 7:48:37 PM,30.659,678.1
3,2,31,06/28/23 7:53:37 PM,30.659,1377.8
3,2,31,06/28/23 7:58:37 PM,30.659,462.9
3,2,31,06/28/23 8:03:37 PM,30.659,258.3
3,2,31,06/28/23 8:08:37 PM,30.558,226
3,2,31,06/28/23 8:13:37 PM,30.659,150.7
3,2,31,06/28/23 8:18:37 PM,30.659,107.6
3,2,31,06/28/23 8:23:37 PM,30.659,75.3
3,2,31,06/28/23 8:28:37 PM,30.659,43.1
3,2,31,06/28/23 8:33:37 PM,30.659,21.5
3,2,31,06/28/23 8:38:37 PM,30.659,0
3,2,31,06/28/23 8:43:37 PM,30.659,0
3,2,31,06/28/23 8:48:37 PM,30.659,0
3,2,31,06/28/23 8:53:37 PM,30.659,0
3,2,31,06/28/23 8:58:37 PM,30.558,0
3,2,31,06/28/23 9:03:37 PM,30.659,0
3,2,31,06/28/23 9:08:37 PM,30.558,0
3,2,31,06/28/23 9:13:37 PM,30.558,0
3,2,31,06/28/23 9:18:37 PM,30.558,0
3,2,31,06/28/23 9:23:37 PM,30.558,0
3,2,31,06/28/23 9:28:37 PM,30.558,0
3,2,31,06/28/23 9:33:37 PM,30.558,0
3,2,31,06/28/23 9:38:37 PM,30.558,0
3,2,31,06/28/23 9:43:37 PM,30.558,0
3,2,31,06/28/23 9:48:37 PM,30.558,0
3,2,31,06/28/23 9:53:37 PM,30.558,0
3,2,31,06/28/23 9:58:37 PM,30.558,0
3,2,31,06/28/23 10:03:37 PM,30.558,0
3,2,31,06/28/23 10:08:37 PM,30.558,0
3,2,31,06/28/23 10:13:37 PM,30.558,0
3,2,31,06/28/23 10:18:37 PM,30.558,0
3,2,31,06/28/23 10:23:37 PM,30.558,0
3,2,31,06/28/23 10:28:37 PM,30.558,0
3,2,31,06/28/23 10:33:37 PM,30.558,0
3,2,31,06/28/23 10:38:37 PM,30.659,0
3,2,31,06/28/23 10:43:37 PM,30.558,0
3,2,31,06/28/23 10:48:37 PM,30.659,0
3,2,31,06/28/23 10:53:37 PM,30.558,0
3,2,31,06/28/23 10:58:37 PM,30.558,0
3,2,31,06/28/23 11:03:37 PM,30.659,0
3,2,31,06/28/23 11:08:37 PM,30.558,0
3,2,31,06/28/23 11:13:37 PM,30.659,0
3,2,31,06/28/23 11:18:37 PM,30.558,0
3,2,31,06/28/23 11:23:37 PM,30.558,0
3,2,31,06/28/23 11:28:37 PM,30.659,0
3,2,31,06/28/23 11:33:37 PM,30.558,0
3,2,31,06/28/23 11:38:37 PM,30.558,0
3,2,31,06/28/23 11:43:37 PM,30.558,0
3,2,31,06/28/23 11:48:37 PM,30.558,0
3,2,31,06/28/23 11:53:37 PM,30.659,0
3,2,31,06/28/23 11:58:37 PM,30.558,0
3,2,31,06/29/23 12:03:37 AM,30.558,0
3,2,31,06/29/23 12:08:37 AM,30.558,0
3,2,31,06/29/23 12:13:37 AM,30.558,0
3,2,31,06/29/23 12:18:37 AM,30.659,0
3,2,31,06/29/23 12:23:37 AM,30.558,0
3,2,31,06/29/23 12:28:37 AM,30.558,0
3,2,31,06/29/23 12:33:37 AM,30.558,0
3,2,31,06/29/23 12:38:37 AM,30.558,0
3,2,31,06/29/23 12:43:37 AM,30.659,0
3,2,31,06/29/23 12:48:37 AM,30.558,0
3,2,31,06/29/23 12:53:37 AM,30.558,0
3,2,31,06/29/23 12:58:37 AM,30.659,0
3,2,31,06/29/23 1:03:37 AM,30.558,0
3,2,31,06/29/23 1:08:37 AM,30.558,0
3,2,31,06/29/23 1:13:37 AM,30.558,0
3,2,31,06/29/23 1:18:37 AM,30.558,0
3,2,31,06/29/23 1:23:37 AM,30.659,0
3,2,31,06/29/23 1:28:37 AM,30.558,0
3,2,31,06/29/23 1:33:37 AM,30.558,0
3,2,31,06/29/23 1:38:37 AM,30.659,0
3,2,31,06/29/23 1:43:37 AM,30.558,0
3,2,31,06/29/23 1:48:37 AM,30.659,0
3,2,31,06/29/23 1:53:37 AM,30.558,0
3,2,31,06/29/23 1:58:37 AM,30.558,0
3,2,31,06/29/23 2:03:37 AM,30.659,0
3,2,31,06/29/23 2:08:37 AM,30.558,0
3,2,31,06/29/23 2:13:37 AM,30.558,0
3,2,31,06/29/23 2:18:37 AM,30.659,0
3,2,31,06/29/23 2:23:37 AM,30.558,0
3,2,31,06/29/23 2:28:37 AM,30.659,0
3,2,31,06/29/23 2:33:37 AM,30.659,0
3,2,31,06/29/23 2:38:37 AM,30.558,0
3,2,31,06/29/23 2:43:37 AM,30.659,0
3,2,31,06/29/23 2:48:37 AM,30.558,0
3,2,31,06/29/23 2:53:37 AM,30.558,0
3,2,31,06/29/23 2:58:37 AM,30.659,0
3,2,31,06/29/23 3:03:37 AM,30.558,0
3,2,31,06/29/23 3:08:37 AM,30.558,0
3,2,31,06/29/23 3:13:37 AM,30.659,0
3,2,31,06/29/23 3:18:37 AM,30.558,0
3,2,31,06/29/23 3:23:37 AM,30.659,0
3,2,31,06/29/23 3:28:37 AM,30.558,0
3,2,31,06/29/23 3:33:37 AM,30.558,0
3,2,31,06/29/23 3:38:37 AM,30.659,0
3,2,31,06/29/23 3:43:37 AM,30.558,0
3,2,31,06/29/23 3:48:37 AM,30.558,0
3,2,31,06/29/23 3:53:37 AM,30.558,0
3,2,31,06/29/23 3:58:37 AM,30.558,0
3,2,31,06/29/23 4:03:37 AM,30.558,0
3,2,31,06/29/23 4:08:37 AM,30.558,0
3,2,31,06/29/23 4:13:37 AM,30.558,0
3,2,31,06/29/23 4:18:37 AM,30.558,0
3,2,31,06/29/23 4:23:37 AM,30.558,0
3,2,31,06/29/23 4:28:37 AM,30.558,0
3,2,31,06/29/23 4:33:37 AM,30.558,0
3,2,31,06/29/23 4:38:37 AM,30.558,0
3,2,31,06/29/23 4:43:37 AM,30.558,0
3,2,31,06/29/23 4:48:37 AM,30.659,0
3,2,31,06/29/23 4:53:37 AM,30.558,0
3,2,31,06/29/23 4:58:37 AM,30.558,0
3,2,31,06/29/23 5:03:37 AM,30.558,0
3,2,31,06/29/23 5:08:37 AM,30.558,0
3,2,31,06/29/23 5:13:37 AM,30.558,0
3,2,31,06/29/23 5:18:37 AM,30.659,0
3,2,31,06/29/23 5:23:37 AM,30.558,0
3,2,31,06/29/23 5:28:37 AM,30.558,0
3,2,31,06/29/23 5:33:37 AM,30.659,0
3,2,31,06/29/23 5:38:37 AM,30.558,0
3,2,31,06/29/23 5:43:37 AM,30.558,0
3,2,31,06/29/23 5:48:37 AM,30.558,0
3,2,31,06/29/23 5:53:37 AM,30.558,0
3,2,31,06/29/23 5:58:37 AM,30.558,0
3,2,31,06/29/23 6:03:37 AM,30.558,0
3,2,31,06/29/23 6:08:37 AM,30.558,10.8
3,2,31,06/29/23 6:13:37 AM,30.558,32.3
3,2,31,06/29/23 6:18:37 AM,30.558,53.8
3,2,31,06/29/23 6:23:37 AM,30.558,86.1
3,2,31,06/29/23 6:28:37 AM,30.558,118.4
3,2,31,06/29/23 6:33:37 AM,30.558,118.4
3,2,31,06/29/23 6:38:37 AM,30.558,139.9
3,2,31,06/29/23 6:43:37 AM,30.558,172.2
3,2,31,06/29/23 6:48:37 AM,30.659,204.5
3,2,31,06/29/23 6:53:37 AM,30.659,247.6
3,2,31,06/29/23 6:58:37 AM,30.558,301.4
3,2,31,06/29/23 7:03:37 AM,30.659,366
3,2,31,06/29/23 7:08:37 AM,30.659,484.4
3,2,31,06/29/23 7:13:37 AM,30.659,828.8
3,2,31,06/29/23 7:18:37 AM,30.659,1334.7
3,2,31,06/29/23 7:23:37 AM,30.76,2411.1
3,2,31,06/29/23 7:28:37 AM,30.76,2066.7
3,2,31,06/29/23 7:33:37 AM,30.659,1636.1
3,2,31,06/29/23 7:38:37 AM,30.659,1463.9
3,2,31,06/29/23 7:43:37 AM,30.659,1722.2
3,2,31,06/29/23 7:48:37 AM,30.659,1894.5
3,2,31,06/29/23 7:53:37 AM,30.76,2066.7
3,2,31,06/29/23 7:58:37 AM,30.659,2411.1
3,2,31,06/29/23 8:03:37 AM,30.862,4477.8
3,2,31,06/29/23 8:08:37 AM,30.862,3961.1
3,2,31,06/29/23 8:13:37 AM,30.862,3788.9
3,2,31,06/29/23 8:18:37 AM,30.862,3788.9
3,2,31,06/29/23 8:23:37 AM,30.862,4477.8
3,2,31,06/29/23 8:28:37 AM,30.862,3961.1
3,2,31,06/29/23 8:33:37 AM,30.862,4650
3,2,31,06/29/23 8:38:37 AM,30.963,6544.5
3,2,31,06/29/23 8:43:37 AM,31.064,7233.4
3,2,31,06/29/23 8:48:37 AM,31.064,8611.2
3,2,31,06/29/23 8:53:37 AM,31.166,9644.5
3,2,31,06/29/23 8:58:37 AM,31.268,10333.4
3,2,31,06/29/23 9:03:37 AM,31.268,10677.8
3,2,31,06/29/23 9:08:37 AM,31.268,11711.2
3,2,31,06/29/23 9:13:37 AM,31.166,10677.8
3,2,31,06/29/23 9:18:37 AM,31.268,11022.3
3,2,31,06/29/23 9:23:37 AM,31.166,8266.7
3,2,31,06/29/23 9:28:37 AM,31.166,9300.1
3,2,31,06/29/23 9:33:37 AM,31.166,9300.1
3,2,31,06/29/23 9:38:37 AM,31.268,9300.1
3,2,31,06/29/23 9:43:37 AM,31.064,4650
3,2,31,06/29/23 9:48:37 AM,31.166,4477.8
3,2,31,06/29/23 9:53:37 AM,31.268,13777.9
3,2,31,06/29/23 9:58:37 AM,31.37,8266.7
3,2,31,06/29/23 10:03:37 AM,30.963,4822.3
3,2,31,06/29/23 10:08:37 AM,31.166,8611.2
3,2,31,06/29/23 10:13:37 AM,31.37,11022.3
3,2,31,06/29/23 10:18:37 AM,31.268,10677.8
3,2,31,06/29/23 10:23:37 AM,31.268,11022.3
3,2,31,06/29/23 10:28:37 AM,31.268,12400.1
3,2,31,06/29/23 10:33:37 AM,31.166,8266.7
3,2,31,06/29/23 10:38:37 AM,31.37,13777.9
3,2,31,06/29/23 10:43:37 AM,31.37,11711.2
3,2,31,06/29/23 10:48:37 AM,31.268,12400.1
3,2,31,06/29/23 10:53:37 AM,31.676,17911.2
3,2,31,06/29/23 10:58:37 AM,31.472,14466.8
3,2,31,06/29/23 11:03:37 AM,31.37,12400.1
3,2,31,06/29/23 11:08:37 AM,32.188,27555.7
3,2,31,06/29/23 11:13:37 AM,31.778,15155.7
3,2,31,06/29/23 11:18:37 AM,31.676,18600.1
3,2,31,06/29/23 11:23:37 AM,31.676,19977.9
3,2,31,06/29/23 11:28:37 AM,31.88,24800.2
3,2,31,06/29/23 11:33:37 AM,31.778,17911.2
3,2,31,06/29/23 11:38:37 AM,31.676,18600.1
3,2,31,06/29/23 11:43:37 AM,31.574,17911.2
3,2,31,06/29/23 11:48:37 AM,32.188,19977.9
3,2,31,06/29/23 11:53:37 AM,32.291,18600.1
3,2,31,06/29/23 11:58:37 AM,32.291,27555.7
3,2,31,06/29/23 12:03:37 PM,32.291,17911.2
3,2,31,06/29/23 12:08:37 PM,31.574,11711.2
3,2,31,06/29/23 12:13:37 PM,32.086,26178
3,2,31,06/29/23 12:18:37 PM,32.086,28933.5
3,2,31,06/29/23 12:23:37 PM,32.394,39955.8
3,2,31,06/29/23 12:28:37 PM,32.188,37200.2
3,2,31,06/29/23 12:33:37 PM,31.574,11022.3
3,2,31,06/29/23 12:38:37 PM,31.983,24800.2
3,2,31,06/29/23 12:43:37 PM,31.268,8611.2
3,2,31,06/29/23 12:48:37 PM,31.064,5511.1
3,2,31,06/29/23 12:53:37 PM,30.862,4650
3,2,31,06/29/23 12:58:37 PM,30.862,4305.6
3,2,31,06/29/23 1:03:37 PM,30.862,4477.8
3,2,31,06/29/23 1:08:37 PM,30.862,4305.6
3,2,31,06/29/23 1:13:37 PM,30.963,6544.5
3,2,31,06/29/23 1:18:37 PM,30.963,8266.7
3,2,31,06/29/23 1:23:37 PM,31.268,12400.1
3,2,31,06/29/23 1:28:37 PM,31.37,17222.3
3,2,31,06/29/23 1:33:37 PM,31.37,16533.4
3,2,31,06/29/23 1:38:37 PM,31.574,16533.4
3,2,31,06/29/23 1:43:37 PM,31.37,14466.8
3,2,31,06/29/23 1:48:37 PM,31.37,12400.1
3,2,31,06/29/23 1:53:37 PM,31.166,9644.5
3,2,31,06/29/23 1:58:37 PM,31.166,10677.8
3,2,31,06/29/23 2:03:37 PM,31.064,7577.8
3,2,31,06/29/23 2:08:37 PM,30.862,5166.7
3,2,31,06/29/23 2:13:37 PM,30.862,3100
3,2,31,06/29/23 2:18:37 PM,30.76,3961.1
3,2,31,06/29/23 2:23:37 PM,30.862,4133.4
3,2,31,06/29/23 2:28:37 PM,30.76,2583.4
3,2,31,06/29/23 2:33:37 PM,30.76,2755.6
3,2,31,06/29/23 2:38:37 PM,30.76,3444.5
3,2,31,06/29/23 2:43:37 PM,30.862,3788.9
3,2,31,06/29/23 2:48:37 PM,30.76,2927.8
3,2,31,06/29/23 2:53:37 PM,30.76,2669.5
3,2,31,06/29/23 2:58:37 PM,30.76,2669.5
3,2,31,06/29/23 3:03:37 PM,30.76,5511.1
3,2,31,06/29/23 3:08:37 PM,30.76,1894.5
3,2,31,06/29/23 3:13:37 PM,30.76,2669.5
3,2,31,06/29/23 3:18:37 PM,30.76,2927.8
3,2,31,06/29/23 3:23:37 PM,30.659,1636.1
3,2,31,06/29/23 3:28:37 PM,30.659,1270.1
3,2,31,06/29/23 3:33:37 PM,30.659,1463.9
3,2,31,06/29/23 3:38:37 PM,30.659,1334.7
3,2,31,06/29/23 3:43:37 PM,30.659,882.6
3,2,31,06/29/23 3:48:37 PM,30.659,688.9
3,2,31,06/29/23 3:53:37 PM,30.558,473.6
3,2,31,06/29/23 3:58:37 PM,30.659,107.6
3,2,31,06/29/23 4:03:37 PM,30.558,129.2
3,2,31,06/29/23 4:08:37 PM,30.558,150.7
3,2,31,06/29/23 4:13:37 PM,30.558,258.3
3,2,31,06/29/23 4:18:37 PM,30.659,301.4
3,2,31,06/29/23 4:23:37 PM,30.659,441.3
3,2,31,06/29/23 4:28:37 PM,30.659,667.4
3,2,31,06/29/23 4:33:37 PM,30.659,333.7
3,2,31,06/29/23 4:38:37 PM,30.558,269.1
3,2,31,06/29/23 4:43:37 PM,30.659,333.7
3,2,31,06/29/23 4:48:37 PM,30.659,161.5
3,2,31,06/29/23 4:53:37 PM,30.558,204.5
3,2,31,06/29/23 4:58:37 PM,30.558,247.6
3,2,31,06/29/23 5:03:37 PM,30.558,32.3
3,2,31,06/29/23 5:08:37 PM,30.558,139.9
3,2,31,06/29/23 5:13:37 PM,30.558,43.1
3,2,31,06/29/23 5:18:37 PM,30.558,86.1
3,2,31,06/29/23 5:23:37 PM,30.558,96.9
3,2,31,06/29/23 5:28:37 PM,30.558,64.6
3,2,31,06/29/23 5:33:37 PM,30.558,96.9
3,2,31,06/29/23 5:38:37 PM,30.457,118.4
3,2,31,06/29/23 5:43:37 PM,30.558,118.4
3,2,31,06/29/23 5:48:37 PM,30.558,129.2
3,2,31,06/29/23 5:53:37 PM,30.558,129.2
3,2,31,06/29/23 5:58:37 PM,30.558,129.2
3,2,31,06/29/23 6:03:37 PM,30.558,129.2
3,2,31,06/29/23 6:08:37 PM,30.457,129.2
3,2,31,06/29/23 6:13:37 PM,30.457,118.4
3,2,31,06/29/23 6:18:37 PM,30.457,129.2
3,2,31,06/29/23 6:23:37 PM,30.457,118.4
3,2,31,06/29/23 6:28:37 PM,30.457,129.2
3,2,31,06/29/23 6:33:37 PM,30.457,107.6
3,2,31,06/29/23 6:38:37 PM,30.558,96.9
3,2,31,06/29/23 6:43:37 PM,30.558,86.1
3,2,31,06/29/23 6:48:37 PM,30.457,75.3
3,2,31,06/29/23 6:53:37 PM,30.457,75.3
3,2,31,06/29/23 6:58:37 PM,30.558,64.6
3,2,31,06/29/23 7:03:37 PM,30.558,64.6
3,2,31,06/29/23 7:08:37 PM,30.558,64.6
3,2,31,06/29/23 7:13:37 PM,30.558,64.6
3,2,31,06/29/23 7:18:37 PM,30.558,64.6
3,2,31,06/29/23 7:23:37 PM,30.558,64.6
3,2,31,06/29/23 7:28:37 PM,30.558,86.1
3,2,31,06/29/23 7:33:37 PM,30.558,86.1
3,2,31,06/29/23 7:38:37 PM,30.558,86.1
3,2,31,06/29/23 7:43:37 PM,30.558,86.1
3,2,31,06/29/23 7:48:37 PM,30.558,75.3
3,2,31,06/29/23 7:53:37 PM,30.558,64.6
3,2,31,06/29/23 7:58:37 PM,30.558,53.8
3,2,31,06/29/23 8:03:37 PM,30.558,53.8
3,2,31,06/29/23 8:08:37 PM,30.558,53.8
3,2,31,06/29/23 8:13:37 PM,30.558,53.8
3,2,31,06/29/23 8:18:37 PM,30.558,96.9
3,2,31,06/29/23 8:23:37 PM,30.558,64.6
3,2,31,06/29/23 8:28:37 PM,30.558,43.1
3,2,31,06/29/23 8:33:37 PM,30.558,53.8
3,2,31,06/29/23 8:38:37 PM,30.558,10.8
3,2,31,06/29/23 8:43:37 PM,30.558,0
3,2,31,06/29/23 8:48:37 PM,30.558,0
3,2,31,06/29/23 8:53:37 PM,30.558,0
3,2,31,06/29/23 8:58:37 PM,30.558,0
3,2,31,06/29/23 9:03:37 PM,30.558,0
3,2,31,06/29/23 9:08:37 PM,30.558,0
3,2,31,06/29/23 9:13:37 PM,30.558,0
3,2,31,06/29/23 9:18:37 PM,30.558,0
3,2,31,06/29/23 9:23:37 PM,30.558,0
3,2,31,06/29/23 9:28:37 PM,30.558,0
3,2,31,06/29/23 9:33:37 PM,30.558,0
3,2,31,06/29/23 9:38:37 PM,30.558,0
3,2,31,06/29/23 9:43:37 PM,30.558,0
3,2,31,06/29/23 9:48:37 PM,30.558,0
3,2,31,06/29/23 9:53:37 PM,30.558,0
3,2,31,06/29/23 9:58:37 PM,30.558,0
3,2,31,06/29/23 10:03:37 PM,30.558,0
3,2,31,06/29/23 10:08:37 PM,30.558,0
3,2,31,06/29/23 10:13:37 PM,30.558,0
3,2,31,06/29/23 10:18:37 PM,30.558,0
3,2,31,06/29/23 10:23:37 PM,30.558,0
3,2,31,06/29/23 10:28:37 PM,30.558,0
3,2,31,06/29/23 10:33:37 PM,30.558,0
3,2,31,06/29/23 10:38:37 PM,30.558,0
3,2,31,06/29/23 10:43:37 PM,30.558,0
3,2,31,06/29/23 10:48:37 PM,30.558,0
3,2,31,06/29/23 10:53:37 PM,30.558,0
3,2,31,06/29/23 10:58:37 PM,30.558,0
3,2,31,06/29/23 11:03:37 PM,30.558,0
3,2,31,06/29/23 11:08:37 PM,30.558,0
3,2,31,06/29/23 11:13:37 PM,30.558,0
3,2,31,06/29/23 11:18:37 PM,30.558,0
3,2,31,06/29/23 11:23:37 PM,30.558,0
3,2,31,06/29/23 11:28:37 PM,30.558,0
3,2,31,06/29/23 11:33:37 PM,30.558,0
3,2,31,06/29/23 11:38:37 PM,30.558,0
3,2,31,06/29/23 11:43:37 PM,30.558,0
3,2,31,06/29/23 11:48:37 PM,30.558,0
3,2,31,06/29/23 11:53:37 PM,30.558,0
3,2,31,06/29/23 11:58:37 PM,30.558,0
3,2,31,06/30/23 12:03:37 AM,30.558,0
3,2,31,06/30/23 12:08:37 AM,30.558,0
3,2,31,06/30/23 12:13:37 AM,30.558,0
3,2,31,06/30/23 12:18:37 AM,30.558,0
3,2,31,06/30/23 12:23:37 AM,30.558,0
3,2,31,06/30/23 12:28:37 AM,30.558,0
3,2,31,06/30/23 12:33:37 AM,30.558,0
3,2,31,06/30/23 12:38:37 AM,30.558,0
3,2,31,06/30/23 12:43:37 AM,30.558,0
3,2,31,06/30/23 12:48:37 AM,30.558,0
3,2,31,06/30/23 12:53:37 AM,30.558,0
3,2,31,06/30/23 12:58:37 AM,30.558,0
3,2,31,06/30/23 1:03:37 AM,30.558,0
3,2,31,06/30/23 1:08:37 AM,30.558,0
3,2,31,06/30/23 1:13:37 AM,30.558,0
3,2,31,06/30/23 1:18:37 AM,30.558,0
3,2,31,06/30/23 1:23:37 AM,30.558,0
3,2,31,06/30/23 1:28:37 AM,30.558,0
3,2,31,06/30/23 1:33:37 AM,30.558,0
3,2,31,06/30/23 1:38:37 AM,30.558,0
3,2,31,06/30/23 1:43:37 AM,30.558,0
3,2,31,06/30/23 1:48:37 AM,30.558,0
3,2,31,06/30/23 1:53:37 AM,30.558,0
3,2,31,06/30/23 1:58:37 AM,30.558,0
3,2,31,06/30/23 2:03:37 AM,30.558,0
3,2,31,06/30/23 2:08:37 AM,30.558,0
3,2,31,06/30/23 2:13:37 AM,30.558,0
3,2,31,06/30/23 2:18:37 AM,30.558,0
3,2,31,06/30/23 2:23:37 AM,30.558,0
3,2,31,06/30/23 2:28:37 AM,30.558,0
3,2,31,06/30/23 2:33:37 AM,30.558,0
3,2,31,06/30/23 2:38:37 AM,30.558,0
3,2,31,06/30/23 2:43:37 AM,30.558,0
3,2,31,06/30/23 2:48:37 AM,30.558,0
3,2,31,06/30/23 2:53:37 AM,30.558,0
3,2,31,06/30/23 2:58:37 AM,30.558,0
3,2,31,06/30/23 3:03:37 AM,30.558,0
3,2,31,06/30/23 3:08:37 AM,30.558,0
3,2,31,06/30/23 3:13:37 AM,30.558,0
3,2,31,06/30/23 3:18:37 AM,30.558,0
3,2,31,06/30/23 3:23:37 AM,30.558,0
3,2,31,06/30/23 3:28:37 AM,30.558,0
3,2,31,06/30/23 3:33:37 AM,30.558,0
3,2,31,06/30/23 3:38:37 AM,30.558,0
3,2,31,06/30/23 3:43:37 AM,30.558,0
3,2,31,06/30/23 3:48:37 AM,30.558,0
3,2,31,06/30/23 3:53:37 AM,30.558,0
3,2,31,06/30/23 3:58:37 AM,30.558,0
3,2,31,06/30/23 4:03:37 AM,30.558,0
3,2,31,06/30/23 4:08:37 AM,30.558,0
3,2,31,06/30/23 4:13:37 AM,30.558,0
3,2,31,06/30/23 4:18:37 AM,30.558,0
3,2,31,06/30/23 4:23:37 AM,30.558,0
3,2,31,06/30/23 4:28:37 AM,30.558,0
3,2,31,06/30/23 4:33:37 AM,30.558,0
3,2,31,06/30/23 4:38:37 AM,30.558,0
3,2,31,06/30/23 4:43:37 AM,30.558,0
3,2,31,06/30/23 4:48:37 AM,30.558,0
3,2,31,06/30/23 4:53:37 AM,30.558,0
3,2,31,06/30/23 4:58:37 AM,30.558,0
3,2,31,06/30/23 5:03:37 AM,30.558,0
3,2,31,06/30/23 5:08:37 AM,30.558,0
3,2,31,06/30/23 5:13:37 AM,30.558,0
3,2,31,06/30/23 5:18:37 AM,30.558,0
3,2,31,06/30/23 5:23:37 AM,30.558,0
3,2,31,06/30/23 5:28:37 AM,30.558,0
3,2,31,06/30/23 5:33:37 AM,30.558,0
3,2,31,06/30/23 5:38:37 AM,30.558,0
3,2,31,06/30/23 5:43:37 AM,30.558,0
3,2,31,06/30/23 5:48:37 AM,30.558,0
3,2,31,06/30/23 5:53:37 AM,30.558,0
3,2,31,06/30/23 5:58:37 AM,30.558,0
3,2,31,06/30/23 6:03:37 AM,30.558,0
3,2,31,06/30/23 6:08:37 AM,30.558,10.8
3,2,31,06/30/23 6:13:37 AM,30.558,32.3
3,2,31,06/30/23 6:18:37 AM,30.558,75.3
3,2,31,06/30/23 6:23:37 AM,30.558,118.4
3,2,31,06/30/23 6:28:37 AM,30.558,161.5
3,2,31,06/30/23 6:33:37 AM,30.558,226
3,2,31,06/30/23 6:38:37 AM,30.558,355.2
3,2,31,06/30/23 6:43:37 AM,30.558,419.8
3,2,31,06/30/23 6:48:37 AM,30.659,656.6
3,2,31,06/30/23 6:53:37 AM,30.659,1463.9
3,2,31,06/30/23 6:58:37 AM,30.659,1377.8
3,2,31,06/30/23 7:03:37 AM,30.659,753.5
3,2,31,06/30/23 7:08:37 AM,30.659,828.8
3,2,31,06/30/23 7:13:37 AM,30.659,1550
3,2,31,06/30/23 7:18:37 AM,30.659,2238.9
3,2,31,06/30/23 7:23:37 AM,30.659,1130.2
3,2,31,06/30/23 7:28:37 AM,30.659,1636.1
3,2,31,06/30/23 7:33:37 AM,30.659,1324
3,2,31,06/30/23 7:38:37 AM,30.659,1894.5
3,2,31,06/30/23 7:43:37 AM,30.659,2238.9
3,2,31,06/30/23 7:48:37 AM,30.76,2755.6
3,2,31,06/30/23 7:53:37 AM,30.659,1550
3,2,31,06/30/23 7:58:37 AM,30.76,3272.2
3,2,31,06/30/23 8:03:37 AM,30.76,2755.6
3,2,31,06/30/23 8:08:37 AM,30.76,2583.4
3,2,31,06/30/23 8:13:37 AM,30.76,2755.6
3,2,31,06/30/23 8:18:37 AM,30.76,3100
3,2,31,06/30/23 8:23:37 AM,30.76,3616.7
3,2,31,06/30/23 8:28:37 AM,30.862,3616.7
3,2,31,06/30/23 8:33:37 AM,30.862,3961.1
3,2,31,06/30/23 8:38:37 AM,30.862,2755.6
