Logger Number,Tank,Position,"Date Time, GMT-03:00","Temp, °C (LGR S/N: 1058708, SEN S/N: 1058708)","Intensity, Lux (LGR S/N: 1058708, SEN S/N: 1058708)","PAR,  µmol photon m^-2 s^-1"
20,3,Bottom Left,06/28/23 6:05:00 AM,26.879,10.8,0.1566
20,3,Bottom Left,06/28/23 6:10:00 AM,26.879,53.8,0.7801
20,3,Bottom Left,06/28/23 6:15:00 AM,26.879,118.4,1.7168
20,3,Bottom Left,06/28/23 6:20:00 AM,26.879,215.3,3.12185
20,3,Bottom Left,06/28/23 6:25:00 AM,26.781,344.4,4.9938
20,3,Bottom Left,06/28/23 6:30:00 AM,26.781,473.6,6.8672
20,3,Bottom Left,06/28/23 6:35:00 AM,26.781,656.6,9.5207
20,3,Bottom Left,06/28/23 6:40:00 AM,26.781,904.2,13.1109
20,3,Bottom Left,06/28/23 6:45:00 AM,26.781,1033.3,14.98285
20,3,Bottom Left,06/28/23 6:50:00 AM,26.781,1377.8,19.9781
20,3,Bottom Left,06/28/23 6:55:00 AM,26.781,1808.3,26.22035
20,3,Bottom Left,06/28/23 7:00:00 AM,26.781,1808.3,26.22035
20,3,Bottom Left,06/28/23 7:05:00 AM,26.781,2497.2,36.2094
20,3,Bottom Left,06/28/23 7:10:00 AM,26.781,3100,44.95
20,3,Bottom Left,06/28/23 7:15:00 AM,26.781,3444.5,49.94525
20,3,Bottom Left,06/28/23 7:20:00 AM,26.781,3272.2,47.4469
20,3,Bottom Left,06/28/23 7:25:00 AM,26.781,2927.8,42.4531
20,3,Bottom Left,06/28/23 7:30:00 AM,26.781,2927.8,42.4531
20,3,Bottom Left,06/28/23 7:35:00 AM,26.781,2927.8,42.4531
20,3,Bottom Left,06/28/23 7:40:00 AM,26.781,4133.4,59.9343
20,3,Bottom Left,06/28/23 7:45:00 AM,26.781,3616.7,52.44215
20,3,Bottom Left,06/28/23 7:50:00 AM,26.781,3961.1,57.43595
20,3,Bottom Left,06/28/23 7:55:00 AM,26.781,4477.8,64.9281
20,3,Bottom Left,06/28/23 8:00:00 AM,26.781,4994.5,72.42025
20,3,Bottom Left,06/28/23 8:05:00 AM,26.879,4650,67.425
20,3,Bottom Left,06/28/23 8:10:00 AM,26.879,5166.7,74.91715
20,3,Bottom Left,06/28/23 8:15:00 AM,26.879,6200,89.9
20,3,Bottom Left,06/28/23 8:20:00 AM,26.977,7233.4,104.8843
20,3,Bottom Left,06/28/23 8:25:00 AM,27.173,26178,379.581
20,3,Bottom Left,06/28/23 8:30:00 AM,27.173,10333.4,149.8343
20,3,Bottom Left,06/28/23 8:35:00 AM,27.173,12400.1,179.80145
20,3,Bottom Left,06/28/23 8:40:00 AM,27.37,16533.4,239.7343
20,3,Bottom Left,06/28/23 8:45:00 AM,27.665,27555.7,399.55765
20,3,Bottom Left,06/28/23 8:50:00 AM,27.961,31689.1,459.49195
20,3,Bottom Left,06/28/23 8:55:00 AM,28.06,27555.7,399.55765
20,3,Bottom Left,06/28/23 9:00:00 AM,27.862,19289,279.6905
20,3,Bottom Left,06/28/23 9:05:00 AM,28.06,33066.9,479.47005
20,3,Bottom Left,06/28/23 9:10:00 AM,28.258,34444.7,499.44815
20,3,Bottom Left,06/28/23 9:15:00 AM,28.357,33066.9,479.47005
20,3,Bottom Left,06/28/23 9:20:00 AM,28.357,28933.5,419.53575
20,3,Bottom Left,06/28/23 9:25:00 AM,29.953,44089.2,639.2934
20,3,Bottom Left,06/28/23 9:30:00 AM,30.054,16533.4,239.7343
20,3,Bottom Left,06/28/23 9:35:00 AM,28.357,4650,67.425
20,3,Bottom Left,06/28/23 9:40:00 AM,25.222,473.6,6.8672
20,3,Bottom Left,06/28/23 9:45:00 AM,23.1,699.7,10.14565
20,3,Bottom Left,06/28/23 9:50:00 AM,22.333,699.7,10.14565
20,3,Bottom Left,06/28/23 9:55:00 AM,21.855,559.7,8.11565
20,3,Bottom Left,06/28/23 10:00:00 AM,21.76,344.4,4.9938
20,3,Bottom Left,06/28/23 10:05:00 AM,21.664,882.6,12.7977
20,3,Bottom Left,06/28/23 10:10:00 AM,21.569,828.8,12.0176
20,3,Bottom Left,06/28/23 10:15:00 AM,21.378,430.6,6.2437
20,3,Bottom Left,06/28/23 10:20:00 AM,21.473,516.7,7.49215
19,9,Bottom Left,06/26/23 3:00:00 PM,30.558,17222.3,235.94551
19,9,Bottom Left,06/26/23 3:05:00 PM,30.558,16533.4,226.50758
19,9,Bottom Left,06/26/23 3:10:00 PM,30.558,15844.5,217.06965
19,9,Bottom Left,06/26/23 3:15:00 PM,30.558,15155.7,207.63309
19,9,Bottom Left,06/26/23 3:20:00 PM,30.558,14466.8,198.19516
19,9,Bottom Left,06/26/23 3:25:00 PM,30.558,14466.8,198.19516
19,9,Bottom Left,06/26/23 3:30:00 PM,30.558,13777.9,188.75723
19,9,Bottom Left,06/26/23 3:35:00 PM,30.558,13089,179.3193
19,9,Bottom Left,06/26/23 3:40:00 PM,30.558,12400.1,169.88137
19,9,Bottom Left,06/26/23 3:45:00 PM,30.558,12400.1,169.88137
19,9,Bottom Left,06/26/23 3:50:00 PM,30.558,12400.1,169.88137
19,9,Bottom Left,06/26/23 3:55:00 PM,30.659,12400.1,169.88137
19,9,Bottom Left,06/26/23 4:00:00 PM,30.659,11711.2,160.44344
19,9,Bottom Left,06/26/23 4:05:00 PM,30.659,11022.3,151.00551
19,9,Bottom Left,06/26/23 4:10:00 PM,30.659,11022.3,151.00551
19,9,Bottom Left,06/26/23 4:15:00 PM,30.659,10677.8,146.28586
19,9,Bottom Left,06/26/23 4:20:00 PM,30.659,10677.8,146.28586
19,9,Bottom Left,06/26/23 4:25:00 PM,30.659,10333.4,141.56758
19,9,Bottom Left,06/26/23 4:30:00 PM,30.659,10333.4,141.56758
19,9,Bottom Left,06/26/23 4:35:00 PM,30.558,9644.5,132.12965
19,9,Bottom Left,06/26/23 4:40:00 PM,30.558,9644.5,132.12965
19,9,Bottom Left,06/26/23 4:45:00 PM,30.558,9300.1,127.41137
19,9,Bottom Left,06/26/23 4:50:00 PM,30.558,9300.1,127.41137
19,9,Bottom Left,06/26/23 4:55:00 PM,30.457,8611.2,117.97344
19,9,Bottom Left,06/26/23 5:00:00 PM,30.457,8266.7,113.25379
19,9,Bottom Left,06/26/23 5:05:00 PM,30.457,7577.8,103.81586
19,9,Bottom Left,06/26/23 5:10:00 PM,30.457,7233.4,99.09758
19,9,Bottom Left,06/26/23 5:15:00 PM,30.457,6544.5,89.65965
19,9,Bottom Left,06/26/23 5:20:00 PM,30.356,6200,84.94
19,9,Bottom Left,06/26/23 5:25:00 PM,30.356,6200,84.94
19,9,Bottom Left,06/26/23 5:30:00 PM,30.356,6200,84.94
19,9,Bottom Left,06/26/23 5:35:00 PM,30.356,6544.5,89.65965
19,9,Bottom Left,06/26/23 5:40:00 PM,30.356,6200,84.94
19,9,Bottom Left,06/26/23 5:45:00 PM,30.255,6200,84.94
19,9,Bottom Left,06/26/23 5:50:00 PM,30.255,6200,84.94
19,9,Bottom Left,06/26/23 5:55:00 PM,30.255,5511.1,75.50207
19,9,Bottom Left,06/26/23 6:00:00 PM,30.255,5511.1,75.50207
19,9,Bottom Left,06/26/23 6:05:00 PM,30.255,5511.1,75.50207
19,9,Bottom Left,06/26/23 6:10:00 PM,30.154,5511.1,75.50207
19,9,Bottom Left,06/26/23 6:15:00 PM,30.154,5166.7,70.78379
19,9,Bottom Left,06/26/23 6:20:00 PM,30.154,5166.7,70.78379
19,9,Bottom Left,06/26/23 6:25:00 PM,30.054,3616.7,49.54879
19,9,Bottom Left,06/26/23 6:30:00 PM,30.054,4822.3,66.06551
19,9,Bottom Left,06/26/23 6:35:00 PM,29.953,4650,63.705
19,9,Bottom Left,06/26/23 6:40:00 PM,29.953,4822.3,66.06551
19,9,Bottom Left,06/26/23 6:45:00 PM,29.953,4305.6,58.98672
19,9,Bottom Left,06/26/23 6:50:00 PM,29.953,4305.6,58.98672
19,9,Bottom Left,06/26/23 6:55:00 PM,29.853,3616.7,49.54879
19,9,Bottom Left,06/26/23 7:00:00 PM,29.853,2152.8,29.49336
19,9,Bottom Left,06/26/23 7:05:00 PM,29.853,3788.9,51.90793
19,9,Bottom Left,06/26/23 7:10:00 PM,29.652,1980.6,27.13422
19,9,Bottom Left,06/26/23 7:15:00 PM,29.652,1722.2,23.59414
19,9,Bottom Left,06/26/23 7:20:00 PM,29.652,1377.8,18.87586
19,9,Bottom Left,06/26/23 7:25:00 PM,29.652,2325,31.8525
19,9,Bottom Left,06/26/23 7:30:00 PM,29.652,2583.4,35.39258
19,9,Bottom Left,06/26/23 7:35:00 PM,29.652,2325,31.8525
19,9,Bottom Left,06/26/23 7:40:00 PM,29.552,2066.7,28.31379
19,9,Bottom Left,06/26/23 7:45:00 PM,29.552,1636.1,22.41457
19,9,Bottom Left,06/26/23 7:50:00 PM,29.452,1248.6,17.10582
19,9,Bottom Left,06/26/23 7:55:00 PM,29.452,925.7,12.68209
19,9,Bottom Left,06/26/23 8:00:00 PM,29.352,731.9,10.02703
19,9,Bottom Left,06/26/23 8:05:00 PM,29.352,602.8,8.25836
19,9,Bottom Left,06/26/23 8:10:00 PM,29.252,495.1,6.78287
19,9,Bottom Left,06/26/23 8:15:00 PM,29.252,376.7,5.16079
19,9,Bottom Left,06/26/23 8:20:00 PM,29.252,258.3,3.53871
19,9,Bottom Left,06/26/23 8:25:00 PM,29.152,150.7,2.06459
19,9,Bottom Left,06/26/23 8:30:00 PM,29.152,86.1,1.17957
19,9,Bottom Left,06/26/23 8:35:00 PM,29.152,43.1,0.59047
19,9,Bottom Left,06/26/23 8:40:00 PM,29.053,0,0
19,9,Bottom Left,06/26/23 8:45:00 PM,29.053,0,0
19,9,Bottom Left,06/26/23 8:50:00 PM,29.053,0,0
19,9,Bottom Left,06/26/23 8:55:00 PM,29.053,0,0
19,9,Bottom Left,06/26/23 9:00:00 PM,28.953,0,0
19,9,Bottom Left,06/26/23 9:05:00 PM,28.953,0,0
19,9,Bottom Left,06/26/23 9:10:00 PM,28.853,0,0
19,9,Bottom Left,06/26/23 9:15:00 PM,28.853,0,0
19,9,Bottom Left,06/26/23 9:20:00 PM,28.853,0,0
19,9,Bottom Left,06/26/23 9:25:00 PM,28.853,0,0
19,9,Bottom Left,06/26/23 9:30:00 PM,28.853,0,0
19,9,Bottom Left,06/26/23 9:35:00 PM,28.754,0,0
19,9,Bottom Left,06/26/23 9:40:00 PM,28.754,0,0
19,9,Bottom Left,06/26/23 9:45:00 PM,28.754,0,0
19,9,Bottom Left,06/26/23 9:50:00 PM,28.655,0,0
19,9,Bottom Left,06/26/23 9:55:00 PM,28.655,0,0
19,9,Bottom Left,06/26/23 10:00:00 PM,28.655,0,0
19,9,Bottom Left,06/26/23 10:05:00 PM,28.655,0,0
19,9,Bottom Left,06/26/23 10:10:00 PM,28.555,0,0
19,9,Bottom Left,06/26/23 10:15:00 PM,28.555,0,0
19,9,Bottom Left,06/26/23 10:20:00 PM,28.555,0,0
19,9,Bottom Left,06/26/23 10:25:00 PM,28.456,0,0
19,9,Bottom Left,06/26/23 10:30:00 PM,28.456,0,0
19,9,Bottom Left,06/26/23 10:35:00 PM,28.456,0,0
19,9,Bottom Left,06/26/23 10:40:00 PM,28.456,0,0
19,9,Bottom Left,06/26/23 10:45:00 PM,28.357,0,0
19,9,Bottom Left,06/26/23 10:50:00 PM,28.357,0,0
19,9,Bottom Left,06/26/23 10:55:00 PM,28.357,0,0
19,9,Bottom Left,06/26/23 11:00:00 PM,28.357,0,0
19,9,Bottom Left,06/26/23 11:05:00 PM,28.258,0,0
19,9,Bottom Left,06/26/23 11:10:00 PM,28.258,0,0
19,9,Bottom Left,06/26/23 11:15:00 PM,28.258,0,0
19,9,Bottom Left,06/26/23 11:20:00 PM,28.258,0,0
19,9,Bottom Left,06/26/23 11:25:00 PM,28.159,0,0
19,9,Bottom Left,06/26/23 11:30:00 PM,28.159,0,0
19,9,Bottom Left,06/26/23 11:35:00 PM,28.159,0,0
19,9,Bottom Left,06/26/23 11:40:00 PM,28.06,0,0
19,9,Bottom Left,06/26/23 11:45:00 PM,28.06,0,0
19,9,Bottom Left,06/26/23 11:50:00 PM,28.06,0,0
19,9,Bottom Left,06/26/23 11:55:00 PM,28.06,0,0
19,9,Bottom Left,06/27/23 12:00:00 AM,28.06,0,0
19,9,Bottom Left,06/27/23 12:05:00 AM,28.06,0,0
19,9,Bottom Left,06/27/23 12:10:00 AM,28.06,0,0
19,9,Bottom Left,06/27/23 12:15:00 AM,27.961,0,0
19,9,Bottom Left,06/27/23 12:20:00 AM,27.961,0,0
19,9,Bottom Left,06/27/23 12:25:00 AM,27.961,0,0
19,9,Bottom Left,06/27/23 12:30:00 AM,27.862,0,0
19,9,Bottom Left,06/27/23 12:35:00 AM,27.862,0,0
19,9,Bottom Left,06/27/23 12:40:00 AM,27.862,0,0
19,9,Bottom Left,06/27/23 12:45:00 AM,27.862,0,0
19,9,Bottom Left,06/27/23 12:50:00 AM,27.862,0,0
19,9,Bottom Left,06/27/23 12:55:00 AM,27.862,0,0
19,9,Bottom Left,06/27/23 1:00:00 AM,27.862,0,0
19,9,Bottom Left,06/27/23 1:05:00 AM,27.764,0,0
19,9,Bottom Left,06/27/23 1:10:00 AM,27.764,0,0
19,9,Bottom Left,06/27/23 1:15:00 AM,27.764,0,0
19,9,Bottom Left,06/27/23 1:20:00 AM,27.764,0,0
19,9,Bottom Left,06/27/23 1:25:00 AM,27.764,0,0
19,9,Bottom Left,06/27/23 1:30:00 AM,27.665,0,0
19,9,Bottom Left,06/27/23 1:35:00 AM,27.665,0,0
19,9,Bottom Left,06/27/23 1:40:00 AM,27.665,0,0
19,9,Bottom Left,06/27/23 1:45:00 AM,27.665,0,0
19,9,Bottom Left,06/27/23 1:50:00 AM,27.665,0,0
19,9,Bottom Left,06/27/23 1:55:00 AM,27.665,0,0
19,9,Bottom Left,06/27/23 2:00:00 AM,27.665,0,0
19,9,Bottom Left,06/27/23 2:05:00 AM,27.665,0,0
19,9,Bottom Left,06/27/23 2:10:00 AM,27.567,0,0
19,9,Bottom Left,06/27/23 2:15:00 AM,27.567,0,0
19,9,Bottom Left,06/27/23 2:20:00 AM,27.567,0,0
19,9,Bottom Left,06/27/23 2:25:00 AM,27.567,0,0
19,9,Bottom Left,06/27/23 2:30:00 AM,27.468,0,0
19,9,Bottom Left,06/27/23 2:35:00 AM,27.468,0,0
19,9,Bottom Left,06/27/23 2:40:00 AM,27.468,0,0
19,9,Bottom Left,06/27/23 2:45:00 AM,27.468,0,0
19,9,Bottom Left,06/27/23 2:50:00 AM,27.468,0,0
19,9,Bottom Left,06/27/23 2:55:00 AM,27.468,0,0
19,9,Bottom Left,06/27/23 3:00:00 AM,27.37,0,0
19,9,Bottom Left,06/27/23 3:05:00 AM,27.37,0,0
19,9,Bottom Left,06/27/23 3:10:00 AM,27.37,0,0
19,9,Bottom Left,06/27/23 3:15:00 AM,27.37,0,0
19,9,Bottom Left,06/27/23 3:20:00 AM,27.37,0,0
19,9,Bottom Left,06/27/23 3:25:00 AM,27.272,0,0
19,9,Bottom Left,06/27/23 3:30:00 AM,27.272,0,0
19,9,Bottom Left,06/27/23 3:35:00 AM,27.272,0,0
19,9,Bottom Left,06/27/23 3:40:00 AM,27.272,0,0
19,9,Bottom Left,06/27/23 3:45:00 AM,27.272,0,0
19,9,Bottom Left,06/27/23 3:50:00 AM,27.272,0,0
19,9,Bottom Left,06/27/23 3:55:00 AM,27.272,0,0
19,9,Bottom Left,06/27/23 4:00:00 AM,27.272,0,0
19,9,Bottom Left,06/27/23 4:05:00 AM,27.272,0,0
19,9,Bottom Left,06/27/23 4:10:00 AM,27.272,0,0
19,9,Bottom Left,06/27/23 4:15:00 AM,27.173,0,0
19,9,Bottom Left,06/27/23 4:20:00 AM,27.173,0,0
19,9,Bottom Left,06/27/23 4:25:00 AM,27.173,0,0
19,9,Bottom Left,06/27/23 4:30:00 AM,27.173,0,0
19,9,Bottom Left,06/27/23 4:35:00 AM,27.173,0,0
19,9,Bottom Left,06/27/23 4:40:00 AM,27.173,0,0
19,9,Bottom Left,06/27/23 4:45:00 AM,27.173,0,0
19,9,Bottom Left,06/27/23 4:50:00 AM,27.075,0,0
19,9,Bottom Left,06/27/23 4:55:00 AM,27.075,0,0
19,9,Bottom Left,06/27/23 5:00:00 AM,27.075,0,0
19,9,Bottom Left,06/27/23 5:05:00 AM,27.075,0,0
19,9,Bottom Left,06/27/23 5:10:00 AM,27.075,0,0
19,9,Bottom Left,06/27/23 5:15:00 AM,27.075,0,0
19,9,Bottom Left,06/27/23 5:20:00 AM,27.075,0,0
19,9,Bottom Left,06/27/23 5:25:00 AM,27.075,0,0
19,9,Bottom Left,06/27/23 5:30:00 AM,26.977,0,0
19,9,Bottom Left,06/27/23 5:35:00 AM,26.977,0,0
19,9,Bottom Left,06/27/23 5:40:00 AM,26.977,0,0
19,9,Bottom Left,06/27/23 5:45:00 AM,26.977,0,0
19,9,Bottom Left,06/27/23 5:50:00 AM,26.977,0,0
19,9,Bottom Left,06/27/23 5:55:00 AM,26.977,0,0
19,9,Bottom Left,06/27/23 6:00:00 AM,26.977,0,0
19,9,Bottom Left,06/27/23 6:05:00 AM,26.977,43.1,0.59047
19,9,Bottom Left,06/27/23 6:10:00 AM,26.879,96.9,1.32753
19,9,Bottom Left,06/27/23 6:15:00 AM,26.879,172.2,2.35914
19,9,Bottom Left,06/27/23 6:20:00 AM,26.879,279.9,3.83463
19,9,Bottom Left,06/27/23 6:25:00 AM,26.879,419.8,5.75126
19,9,Bottom Left,06/27/23 6:30:00 AM,26.879,559.7,7.66789
19,9,Bottom Left,06/27/23 6:35:00 AM,26.879,721.2,9.88044
19,9,Bottom Left,06/27/23 6:40:00 AM,26.879,968.8,13.27256
19,9,Bottom Left,06/27/23 6:45:00 AM,26.879,1044.1,14.30417
19,9,Bottom Left,06/27/23 6:50:00 AM,26.879,1162.5,15.92625
19,9,Bottom Left,06/27/23 6:55:00 AM,26.879,1377.8,18.87586
19,9,Bottom Left,06/27/23 7:00:00 AM,26.879,1162.5,15.92625
19,9,Bottom Left,06/27/23 7:05:00 AM,26.879,1205.6,16.51672
19,9,Bottom Left,06/27/23 7:10:00 AM,26.879,1270.1,17.40037
19,9,Bottom Left,06/27/23 7:15:00 AM,26.879,1377.8,18.87586
19,9,Bottom Left,06/27/23 7:20:00 AM,26.879,1463.9,20.05543
19,9,Bottom Left,06/27/23 7:25:00 AM,26.879,1894.5,25.95465
19,9,Bottom Left,06/27/23 7:30:00 AM,26.879,2152.8,29.49336
19,9,Bottom Left,06/27/23 7:35:00 AM,26.977,3100,42.47
19,9,Bottom Left,06/27/23 7:40:00 AM,26.977,3100,42.47
19,9,Bottom Left,06/27/23 7:45:00 AM,26.977,3272.2,44.82914
19,9,Bottom Left,06/27/23 7:50:00 AM,26.977,4822.3,66.06551
19,9,Bottom Left,06/27/23 7:55:00 AM,27.075,5338.9,73.14293
19,9,Bottom Left,06/27/23 8:00:00 AM,27.173,6200,84.94
19,9,Bottom Left,06/27/23 8:05:00 AM,27.272,7233.4,99.09758
19,9,Bottom Left,06/27/23 8:10:00 AM,27.272,7233.4,99.09758
19,9,Bottom Left,06/27/23 8:15:00 AM,27.37,18600.1,254.82137
19,9,Bottom Left,06/27/23 8:20:00 AM,27.665,28933.5,396.38895
19,9,Bottom Left,06/27/23 8:25:00 AM,28.357,33066.9,453.01653
19,9,Bottom Left,06/27/23 8:30:00 AM,28.357,24800.2,339.76274
19,9,Bottom Left,06/27/23 8:35:00 AM,28.06,20666.8,283.13516
19,9,Bottom Left,06/27/23 8:40:00 AM,27.862,16533.4,226.50758
19,9,Bottom Left,06/27/23 8:45:00 AM,28.456,49600.3,679.52411
19,9,Bottom Left,06/27/23 8:50:00 AM,29.252,60622.6,830.52962
19,9,Bottom Left,06/27/23 8:55:00 AM,29.552,44089.2,604.02204
19,9,Bottom Left,06/27/23 9:00:00 AM,29.752,66133.8,906.03306
19,9,Bottom Left,06/27/23 9:05:00 AM,29.953,55111.5,755.02755
19,9,Bottom Left,06/27/23 9:10:00 AM,29.953,66133.8,906.03306
19,9,Bottom Left,06/27/23 9:15:00 AM,30.054,55111.5,755.02755
19,9,Bottom Left,06/27/23 9:20:00 AM,29.953,66133.8,906.03306
19,9,Bottom Left,06/27/23 9:25:00 AM,29.853,30311.3,415.26481
19,9,Bottom Left,06/27/23 9:30:00 AM,29.152,27555.7,377.51309
19,9,Bottom Left,06/27/23 9:35:00 AM,29.053,34444.7,471.89239
19,9,Bottom Left,06/27/23 9:40:00 AM,29.252,37200.2,509.64274
19,9,Bottom Left,06/27/23 9:45:00 AM,29.252,28933.5,396.38895
19,9,Bottom Left,06/27/23 9:50:00 AM,29.252,23422.4,320.88688
19,9,Bottom Left,06/27/23 9:55:00 AM,29.252,23422.4,320.88688
19,9,Bottom Left,06/27/23 10:00:00 AM,29.352,33066.9,453.01653
19,9,Bottom Left,06/27/23 10:05:00 AM,29.452,31689.1,434.14067
19,9,Bottom Left,06/27/23 10:10:00 AM,29.552,37200.2,509.64274
19,9,Bottom Left,06/27/23 10:15:00 AM,29.552,31689.1,434.14067
19,9,Bottom Left,06/27/23 10:20:00 AM,29.552,37200.2,509.64274
19,9,Bottom Left,06/27/23 10:25:00 AM,29.552,28933.5,396.38895
19,9,Bottom Left,06/27/23 10:30:00 AM,29.652,41333.6,566.27032
19,9,Bottom Left,06/27/23 10:35:00 AM,30.054,35822.5,490.76825
19,9,Bottom Left,06/27/23 10:40:00 AM,30.154,44089.2,604.02204
19,9,Bottom Left,06/27/23 10:45:00 AM,30.255,46844.8,641.77376
19,9,Bottom Left,06/27/23 10:50:00 AM,30.356,49600.3,679.52411
19,9,Bottom Left,06/27/23 10:55:00 AM,30.558,60622.6,830.52962
19,9,Bottom Left,06/27/23 11:00:00 AM,30.76,57867,792.7779
19,9,Bottom Left,06/27/23 11:05:00 AM,30.862,66133.8,906.03306
19,9,Bottom Left,06/27/23 11:10:00 AM,31.064,63378.2,868.28134
19,9,Bottom Left,06/27/23 11:15:00 AM,31.064,55111.5,755.02755
19,9,Bottom Left,06/27/23 11:20:00 AM,30.862,46844.8,641.77376
19,9,Bottom Left,06/27/23 11:25:00 AM,30.862,49600.3,679.52411
19,9,Bottom Left,06/27/23 11:30:00 AM,31.064,66133.8,906.03306
19,9,Bottom Left,06/27/23 11:35:00 AM,31.268,71644.9,981.53513
19,9,Bottom Left,06/27/23 11:40:00 AM,31.268,68889.3,943.78341
19,9,Bottom Left,06/27/23 11:45:00 AM,31.268,52355.9,717.27583
19,9,Bottom Left,06/27/23 11:50:00 AM,31.166,57867,792.7779
19,9,Bottom Left,06/27/23 11:55:00 AM,31.472,66133.8,906.03306
19,9,Bottom Left,06/27/23 12:00:00 PM,31.472,60622.6,830.52962
19,9,Bottom Left,06/27/23 12:05:00 PM,31.472,55111.5,755.02755
19,9,Bottom Left,06/27/23 12:10:00 PM,31.472,52355.9,717.27583
19,9,Bottom Left,06/27/23 12:15:00 PM,31.472,46844.8,641.77376
19,9,Bottom Left,06/27/23 12:20:00 PM,31.472,46844.8,641.77376
19,9,Bottom Left,06/27/23 12:25:00 PM,31.574,46844.8,641.77376
19,9,Bottom Left,06/27/23 12:30:00 PM,31.676,52355.9,717.27583
19,9,Bottom Left,06/27/23 12:35:00 PM,31.88,57867,792.7779
19,9,Bottom Left,06/27/23 12:40:00 PM,31.983,63378.2,868.28134
19,9,Bottom Left,06/27/23 12:45:00 PM,31.983,60622.6,830.52962
19,9,Bottom Left,06/27/23 12:50:00 PM,31.983,60622.6,830.52962
19,9,Bottom Left,06/27/23 12:55:00 PM,31.778,41333.6,566.27032
19,9,Bottom Left,06/27/23 1:00:00 PM,31.574,37200.2,509.64274
19,9,Bottom Left,06/27/23 1:05:00 PM,31.676,46844.8,641.77376
19,9,Bottom Left,06/27/23 1:10:00 PM,31.778,44089.2,604.02204
19,9,Bottom Left,06/27/23 1:15:00 PM,31.778,41333.6,566.27032
19,9,Bottom Left,06/27/23 1:20:00 PM,31.778,37200.2,509.64274
19,9,Bottom Left,06/27/23 1:25:00 PM,31.676,33066.9,453.01653
19,9,Bottom Left,06/27/23 1:30:00 PM,31.676,33066.9,453.01653
19,9,Bottom Left,06/27/23 1:35:00 PM,31.778,37200.2,509.64274
19,9,Bottom Left,06/27/23 1:40:00 PM,32.086,55111.5,755.02755
19,9,Bottom Left,06/27/23 1:45:00 PM,32.497,63378.2,868.28134
19,9,Bottom Left,06/27/23 1:50:00 PM,32.6,68889.3,943.78341
19,9,Bottom Left,06/27/23 1:55:00 PM,32.807,66133.8,906.03306
19,9,Bottom Left,06/27/23 2:00:00 PM,32.911,68889.3,943.78341
19,9,Bottom Left,06/27/23 2:05:00 PM,32.911,66133.8,906.03306
19,9,Bottom Left,06/27/23 2:10:00 PM,32.911,66133.8,906.03306
19,9,Bottom Left,06/27/23 2:15:00 PM,32.911,66133.8,906.03306
19,9,Bottom Left,06/27/23 2:20:00 PM,32.911,49600.3,679.52411
19,9,Bottom Left,06/27/23 2:25:00 PM,32.911,52355.9,717.27583
19,9,Bottom Left,06/27/23 2:30:00 PM,32.807,33066.9,453.01653
19,9,Bottom Left,06/27/23 2:35:00 PM,32.6,26178,358.6386
19,9,Bottom Left,06/27/23 2:40:00 PM,32.497,22044.6,302.01102
19,9,Bottom Left,06/27/23 2:45:00 PM,32.291,20666.8,283.13516
19,9,Bottom Left,06/27/23 2:50:00 PM,32.188,19977.9,273.69723
19,9,Bottom Left,06/27/23 2:55:00 PM,32.086,17222.3,235.94551
19,9,Bottom Left,06/27/23 3:00:00 PM,32.188,17911.2,245.38344
19,9,Bottom Left,06/27/23 3:05:00 PM,32.086,16533.4,226.50758
19,9,Bottom Left,06/27/23 3:10:00 PM,32.086,16533.4,226.50758
19,9,Bottom Left,06/27/23 3:15:00 PM,32.086,15844.5,217.06965
19,9,Bottom Left,06/27/23 3:20:00 PM,32.086,15155.7,207.63309
19,9,Bottom Left,06/27/23 3:25:00 PM,32.086,14466.8,198.19516
19,9,Bottom Left,06/27/23 3:30:00 PM,32.086,14466.8,198.19516
19,9,Bottom Left,06/27/23 3:35:00 PM,32.807,30311.3,415.26481
19,9,Bottom Left,06/27/23 3:40:00 PM,32.6,20666.8,283.13516
19,9,Bottom Left,06/27/23 3:45:00 PM,32.497,20666.8,283.13516
19,9,Bottom Left,06/27/23 3:50:00 PM,32.497,20666.8,283.13516
19,9,Bottom Left,06/27/23 3:55:00 PM,32.497,19289,264.2593
19,9,Bottom Left,06/27/23 4:00:00 PM,32.394,18600.1,254.82137
19,9,Bottom Left,06/27/23 4:05:00 PM,32.394,17222.3,235.94551
19,9,Bottom Left,06/27/23 4:10:00 PM,32.394,16533.4,226.50758
19,9,Bottom Left,06/27/23 4:15:00 PM,32.291,15155.7,207.63309
19,9,Bottom Left,06/27/23 4:20:00 PM,32.291,14466.8,198.19516
19,9,Bottom Left,06/27/23 4:25:00 PM,32.291,13777.9,188.75723
19,9,Bottom Left,06/27/23 4:30:00 PM,32.291,12400.1,169.88137
19,9,Bottom Left,06/27/23 4:35:00 PM,32.188,12400.1,169.88137
19,9,Bottom Left,06/27/23 4:40:00 PM,32.188,12400.1,169.88137
19,9,Bottom Left,06/27/23 4:45:00 PM,32.188,12400.1,169.88137
19,9,Bottom Left,06/27/23 4:50:00 PM,32.086,11711.2,160.44344
19,9,Bottom Left,06/27/23 4:55:00 PM,32.086,11022.3,151.00551
19,9,Bottom Left,06/27/23 5:00:00 PM,32.086,10677.8,146.28586
19,9,Bottom Left,06/27/23 5:05:00 PM,32.086,9300.1,127.41137
